url,id,name,author,star_rating,num_ratings,num_reviews,summary,genres,first_published,year_published,about_author,community_reviews,kindle_price,in_ext,content_focus,external_checked
https://www.goodreads.com/book/show/6158679-my-anxious-mind,6158679-my-anxious-mind,My Anxious Mind: A Teen's Guide To Managing Anxiety And Panic,"[""Michael A. Tompkins""]",3.88,232,36.0,"ABCT Self Help Book Seal of Merit Award

Can you spare 30 minutes to feel less anxious?

Go ahead. Think about how your life would be different if you were less anxious. What would change? Would you try out for the basketball team? Ask someone out on a date? Would you sleep better and feel less tense? Would you feel calmer and happier?

My Anxious Mind helps teens take control of their anxious feelings by providing cognitive behavioral strategies to tackle anxiety head-on and to feel more confident and empowered in the process. It also offers ways for teens with anxiety to improve their inter-personal skills, manage stress; handle panic attacks; use diet and exercise appropriately; and decide whether medication is right for them.","[""Nonfiction"",""Self Help"",""Psychology"",""Health"",""Parenting"",""Mental Health"",""Mental Illness""]",7/1/2009,2009.0,"{""name"":""Michael A. Tompkins"",""num_books"":36,""num_followers"":""19""}","{""1_stars"":{""reviews_num"":8,""reviews_percentage"":3},""2_stars"":{""reviews_num"":11,""reviews_percentage"":4},""3_stars"":{""reviews_num"":50,""reviews_percentage"":21},""4_stars"":{""reviews_num"":95,""reviews_percentage"":40},""5_stars"":{""reviews_num"":68,""reviews_percentage"":29}}","""$11.46""",internal,internal_focus,False
https://www.goodreads.com/book/show/320142.Straight_Talk_about_Psychiatric_Medications_for_Kids,320142.Straight_Talk_about_Psychiatric_Medications_for_Kids,Straight Talk about Psychiatric Medications for Kids,"[""Timothy E. Wilens""]",3.95,100,12.0,"When is psychiatric medication the right choice for kids? Which side effects may be cause for concern? Does medication affect kids' personalities? What are the alternatives? Can medication lead to drug abuse?

Psychiatric medications are being used with increasing confidence to treat a variety of child and adolescent disorders, including depression, anxiety, bipolar disorder, ADHD, and Tourette syndrome. For parents, however, deciding whether to allow a child to take medication for an emotional or behavioral problem may be one of the toughest choices they will ever face. When a son or daughter needs help, parents need more than a brief medical consultation--and more than a prescription slip.

This essential book provides the up-to-date information that will enable readers to fully understand what their child's doctor is recommending, and what their options are. With loads of real-life examples, answers to frequently asked questions, and helpful tables and charts, Harvard University researcher and practitioner Dr. Timothy Wilens explains which medications may be prescribed for children, and why; examines effects on children's health, emotions, and school performance; and helps readers become active, informed managers of their child's care.","[""Adhd"",""Parenting"",""Nonfiction"",""Psychology"",""Health"",""Reference"",""Science"",""Education"",""Mental Health""]",10/15/1998,1998.0,"{""name"":""Timothy E. Wilens"",""num_books"":8}","{""1_stars"":{""reviews_num"":1,""reviews_percentage"":1},""2_stars"":{""reviews_num"":8,""reviews_percentage"":8},""3_stars"":{""reviews_num"":17,""reviews_percentage"":17},""4_stars"":{""reviews_num"":43,""reviews_percentage"":43},""5_stars"":{""reviews_num"":31,""reviews_percentage"":31}}","""$13.49""",external,external_focus,True
https://www.goodreads.com/book/show/26833512-the-flying-kangaroo,26833512-the-flying-kangaroo,The Flying Kangaroo: untold stories of Qantas and the people who made a great Australian airline,"[""Jim Eames""]",3.73,80,7.0,"Brings to full and rich life the extraordinary characters, events and challenges that have made Qantas an Australian icon.

'Everyone who has ever flown will enjoy The Flying Kangaroo. These are stories of passion and dedication, of risk and resilience, of excellence and Australian larrikinism, of inventiveness and determination. They reflect my pride for an airline that connected the world and became a national icon.' - Captain Richard Champion de Crespigny, Pilot in Command QF 32

From its earliest days, Qantas has attracted its fair share of unusual challenges and unique characters. These are the stories of a great airline and the people who made it told by a man who has Qantas blood running through his veins. They are hilarious, nostaligic, heroic, and sometimes even odd.

They are about the brilliant risk takers who made Qantas the safest airline in the world, the special demands of flying VIPs, the hazards of overseas postings, and the ever present dangers of the skies. But above all, these are the stories of how a uniquely Australian style shaped the best airline in the English-speaking world.

Generous and richly told, The Flying Kangaroo is a warm-hearted reminder why Qantas remains very much a part of our national psyche.","[""Aviation"",""Nonfiction"",""History"",""Australia""]",11/1/2015,2015.0,"{""name"":""Jim Eames"",""num_books"":13,""num_followers"":""3""}","{""1_stars"":{""reviews_num"":1,""reviews_percentage"":1},""2_stars"":{""reviews_num"":5,""reviews_percentage"":6},""3_stars"":{""reviews_num"":28,""reviews_percentage"":35},""4_stars"":{""reviews_num"":27,""reviews_percentage"":33},""5_stars"":{""reviews_num"":19,""reviews_percentage"":23}}","""$9.99""",external,external_focus,True
https://www.goodreads.com/book/show/12997794-biomimicry-in-architecture,12997794-biomimicry-in-architecture,Biomimicry in Architecture,"[""Michael Pawlyn""]",4.4,128,9.0,"In the search for genuinely sustainable building design and technology - designs that go beyond conventional sustainability to be truly restorative - we often find that nature got there first. Over 3.5 billion years of natural history have evolved innumerable examples of forms, systems, and processes that we can now apply beneficially to modern green design. Aimed at architects, urban designers and product designers, Biomimicry in Architecture looks to the natural world to seek clues as to how we can achieve radical increases in resource efficiency. Packed with inspiring case studies predicting future trends, the principal chapters look in turn  structural efficiency; material manufacture; zero-waste systems; water; energy generation; the thermal environment; and biomimetic products. Together, it is an amazing sourcebook of extraordinary design solutions to equip us for the challenges of building a sustainable and restorative future.","[""Architecture"",""Science"",""Nonfiction"",""Design"",""Nature"",""Environment"",""Biology"",""Sustainability""]",1/1/2011,2011.0,"{""name"":""Michael Pawlyn"",""num_books"":4,""num_followers"":""4""}","{""1_stars"":{""reviews_num"":1,""reviews_percentage"":0},""2_stars"":{""reviews_num"":1,""reviews_percentage"":0},""3_stars"":{""reviews_num"":12,""reviews_percentage"":9},""4_stars"":{""reviews_num"":46,""reviews_percentage"":35},""5_stars"":{""reviews_num"":68,""reviews_percentage"":53}}","""$33.43""",external,external_focus,True
https://www.goodreads.com/book/show/6571987-search-engines,6571987-search-engines,Search Engines: Information Retrieval in Practice,"[""Bruce Croft""]",3.81,63,5.0,"Search  Information Retrieval in Practice is ideal for introductory information retrieval courses at the undergraduate and graduate level in computer science, information science and computer engineering departments. It is also a valuable tool for search engine and information retrieval professionals. Written by a leader in the field of information retrieval, Search  Information Retrieval in Practice , is designed to give undergraduate students the understanding and tools they need to evaluate, compare and modify search engines. Coverage of the underlying IR and mathematical models reinforce key concepts. The book’s numerous programming exercises make extensive use of Galago, a Java-based open source search engine.","[""Computer Science"",""Artificial Intelligence"",""Nonfiction""]",2/16/2009,2009.0,"{""name"":""Bruce Croft"",""num_books"":5}","{""1_stars"":{""reviews_num"":3,""reviews_percentage"":4},""2_stars"":{""reviews_num"":5,""reviews_percentage"":7},""3_stars"":{""reviews_num"":10,""reviews_percentage"":15},""4_stars"":{""reviews_num"":28,""reviews_percentage"":44},""5_stars"":{""reviews_num"":17,""reviews_percentage"":26}}",,external,internal_focus,False
https://www.goodreads.com/book/show/805610.Mao_for_Beginners,805610.Mao_for_Beginners,Mao for Beginners,"[""Rius""]",3.58,146,20.0,Introduction to Maoist thought.,"[""Biography"",""History"",""Politics"",""Nonfiction"",""Comics"",""China"",""Asia""]",1/1/1980,1980.0,"{""name"":""Rius"",""num_books"":242,""num_followers"":""202""}","{""1_stars"":{""reviews_num"":1,""reviews_percentage"":0},""2_stars"":{""reviews_num"":16,""reviews_percentage"":10},""3_stars"":{""reviews_num"":53,""reviews_percentage"":36},""4_stars"":{""reviews_num"":50,""reviews_percentage"":34},""5_stars"":{""reviews_num"":26,""reviews_percentage"":17}}",,external,external_focus,True
https://www.goodreads.com/book/show/828449.The_Jews_of_Islam,828449.The_Jews_of_Islam,The Jews of Islam,"[""Bernard Lewis""]",3.97,171,9.0,"Probing the Muslims' attitude toward Judaism as a special case of their view of other religious minorities in Islamic countries, Bernard Lewis demolishes two competing stereotypes: the fanatical warrior, sword in one hand and Qur' an in the other, and the Muslim designer of an interfaith utopia. Available for the first time in paperback, his portrayal of the Judaeo-Islamic tradition is set against a vivid background of Jewish and Islamic history.","[""History"",""Islam"",""Religion"",""Judaism"",""Nonfiction"",""Jewish"",""Judaica"",""Theology"",""Historical"",""Politics""]",12/31/1983,1983.0,"{""name"":""Bernard Lewis"",""num_books"":153,""num_followers"":""453""}","{""1_stars"":{""reviews_num"":3,""reviews_percentage"":1},""2_stars"":{""reviews_num"":4,""reviews_percentage"":2},""3_stars"":{""reviews_num"":41,""reviews_percentage"":23},""4_stars"":{""reviews_num"":70,""reviews_percentage"":40},""5_stars"":{""reviews_num"":53,""reviews_percentage"":30}}","""$13.77""",external,external_focus,True
https://www.goodreads.com/book/show/263817.Ancient_Egypt,263817.Ancient_Egypt,Ancient Egypt,"[""David P. Silverman""]",4.13,398,27.0,"In ""Ancient Egypt, "" eminent Egyptologist Silverman and a team of leading scholars explore the cultural wealth of this civilization in a series of intriguing and authoritative essays based on the latest theories and discoveries. 200+ color photos, maps, and charts.","[""History"",""Egypt"",""Nonfiction"",""Egyptology"",""Ancient History"",""Archaeology"",""Ancient"",""Historical"",""Reference"",""Mythology""]",1/1/1997,1997.0,"{""name"":""David P. Silverman"",""num_books"":18,""num_followers"":""6""}","{""1_stars"":{""reviews_num"":3,""reviews_percentage"":0},""2_stars"":{""reviews_num"":11,""reviews_percentage"":2},""3_stars"":{""reviews_num"":75,""reviews_percentage"":18},""4_stars"":{""reviews_num"":151,""reviews_percentage"":37},""5_stars"":{""reviews_num"":158,""reviews_percentage"":39}}",,external,internal_focus,False
https://www.goodreads.com/book/show/6288967-grow-your-own-drugs,6288967-grow-your-own-drugs,Grow Your Own Drugs: Easy Recipes for Natural Remedies and Beauty Treats,"[""James Wong""]",3.99,529,35.0,"Whether you're struggling with insomnia, the kids have eczema, or your partner is feeling under the weather, this book could have the answer.  With easy recipes ethnobotanist James Wong shows how to make simple creams, salves, teas and much, much more from the stuff growing in your window box, the local garden centre or in the hedgerows. Using the flowers, fruit, roots, trees, vegetables and herbs that are all around us James provides preparations to help relieve a whole range of common conditions, including acne, anxiety, cold sores and general aches and pains - plus great ideas for beauty treats such as bath bombs and shampoos.  Inspired by his grandmother in Malaysia who taught him about the health-giving properties of plants, James uses his top class academic knowledge to show how easy - and cheap - it is to make creams, lotions, lozenges and more which can help relieve the symptoms of a variety of common complaints. He reveals how many plants contain the same active ingredients as over-the-counter drugs and chooses his Top 100 plants to grow or buy, complete with ideas for a whole range of uses.So unleash the power of plants and soothe the symptoms of everyday ailments the natural way.","[""Nonfiction"",""Gardening"",""Health"",""Food"",""Reference"",""Herbs"",""Plants"",""How To"",""Medicine"",""Science""]",1/1/2009,2009.0,"{""name"":""James Wong"",""num_books"":47,""num_followers"":""69""}","{""1_stars"":{""reviews_num"":6,""reviews_percentage"":1},""2_stars"":{""reviews_num"":27,""reviews_percentage"":5},""3_stars"":{""reviews_num"":117,""reviews_percentage"":22},""4_stars"":{""reviews_num"":193,""reviews_percentage"":36},""5_stars"":{""reviews_num"":186,""reviews_percentage"":35}}",,external,external_focus,True
https://www.goodreads.com/book/show/6800430-write-to-sell,6800430-write-to-sell,Write to Sell: The Ultimate Guide to Great Copywriting,"[""Andy Maslen""]",3.98,270,18.0,"Appealing to customers through the written word has never been more important in an increasingly text dominated world, and original and inspiring sales copy is proven to have a longer lasting impact on a target audience, but sales writing tends to be overlooked in marketing. Packed with simple techniques, this book will yield instant improvements in writing for letters, brochures, email, proposals, websites, and more. With expert tips and advice for companies large or small, anyone who needs to write or improve their sales copy will benefit from this inspirational and practical guide.","[""Business"",""Nonfiction"",""Writing""]",4/1/2007,2007.0,"{""name"":""Andy Maslen"",""num_books"":57,""num_followers"":""369""}","{""1_stars"":{""reviews_num"":4,""reviews_percentage"":1},""2_stars"":{""reviews_num"":14,""reviews_percentage"":5},""3_stars"":{""reviews_num"":54,""reviews_percentage"":20},""4_stars"":{""reviews_num"":109,""reviews_percentage"":40},""5_stars"":{""reviews_num"":89,""reviews_percentage"":32}}","""$11.28""",external,external_focus,True
